16,1,D,1BMR D1,Digital 1 ,Business ,Bell Mobility Radio 
35520,8ac,A,MOH CAM TAC 1 WR,Tactical 1 - Waterloo Region ,EMS-Tac ,MOH Cambridge CACC 
35536,8ad,A,MOH CAM TAC 2 WR,Tactical 2 - Waterloo Region ,EMS-Tac ,MOH Cambridge CACC 
35552,8ae,A,MOH CAM TAC 3 WD,Tactical 3 - Wellington/Dufferin ,EMS-Tac ,MOH Cambridge CACC 
35568,8af,A,MOH CAM Spare,Spare ,EMS Dispatch ,MOH Cambridge CACC 
35584,8b0,A,Hamilton CACC,CACC ,EMS Dispatch ,MOH Hamilton CACC 
35600,8b1,A,Ham City East,City East ,EMS Dispatch ,MOH Hamilton CACC 
35616,8b2,A,Ham Niagara N,Niagara North ,EMS Dispatch ,MOH Hamilton CACC 
35632,8b3,A,Simcoe Norfolk,Simcoe Norfolk  ,EMS Dispatch ,MOH Hamilton CACC 
35648,8b4,A,Hamilton TAC 1,Tactical 1 ,EMS-Tac ,MOH Hamilton CACC 
35664,8b5,A,Hamilton TAC 2,Tactical 2 ,EMS-Tac ,MOH Hamilton CACC 
35680,8b6,A,Hamilton TAC 3,Tactical 3 ,EMS-Tac ,MOH Hamilton CACC 
35696,8b7,A,Hamilton TAC 4,Tactical 4 ,EMS-Tac ,MOH Hamilton CACC 
35712,8b8,A,Ham City West,City West ,EMS Dispatch ,MOH Hamilton CACC 
35728,8b9,A,Ham Niagara S,Niagara South ,EMS Dispatch ,MOH Hamilton CACC 
35744,8ba,A,MIS CACC,Mississauga CACC ,EMS Dispatch ,MOH Mississauga CACC 
35760,8bb,A,Peel N Patch,Hospital Patch - Peel North ,Hospital ,MOH Mississauga CACC 
35776,8bc,A,Peel S Patch,Hospital Patch - Peel South ,Hospital ,MOH Mississauga CACC 
35792,8bd,A,Halton EMS,Halton Region ,EMS Dispatch ,MOH Mississauga CACC 
35808,8be,A,MIS TAC 1 SW,Tactical 1 - Peel South West ,EMS-Tac ,MOH Mississauga CACC 
35824,8bf,A,MIS TAC 2 SE,Tactical 2 - Peel South East ,EMS-Tac ,MOH Mississauga CACC 
35840,8c0,A,MIS TAC 3 HL,Tactical 3 - Halton - Hospital Patch  ,Hospital ,MOH Mississauga CACC 
35856,8c1,A,MIS TAC 4 NE,Tactical 4 - Peel North East ,EMS-Tac ,MOH Mississauga CACC 
35872,8c2,A,MIS TAC 5 NW,Tactical 5 - Peel North West ,EMS-Tac ,MOH Mississauga CACC 
35888,8c3,A,MIS Spare,Spare ,EMS Dispatch ,MOH Mississauga CACC 
35904,8c4,A,MOH OSHAWA CACC,CACC ,EMS Dispatch ,MOH Oshawa CACC 
35920,8c5,A,MOH OSHAWA N,North Dispatch ,EMS Dispatch ,MOH Oshawa CACC 
35936,8c6,A,MOH OSHAWA S,South Dispatch ,EMS Dispatch ,MOH Oshawa CACC 
35952,8c7,A,MOH OSHAWA TAC1,Tactical 1 ,EMS-Tac ,MOH Oshawa CACC 
35968,8c8,A,MOH OSHAWA TAC2,Tactical 2 ,EMS-Tac ,MOH Oshawa CACC 
35984,8c9,A,MOH OSHAWA TAC3,Tactical 3 ,EMS-Tac ,MOH Oshawa CACC 
36000,8ca,A,MOH OSHAWA SPARE,Spare ,EMS Dispatch ,MOH Oshawa CACC 
36016,8cb,A,MOH GEO CACC,CACC ,EMS Dispatch ,MOH Georgian CACC 
36032,8cc,A,MOH GEO SIM N,Simcoe North - Hospital Patch ,EMS-Tac ,MOH Georgian CACC 
36048,8cd,A,MOH GEO YORK N,York North - Hospital Patch ,EMS-Tac ,MOH Georgian CACC 
36064,8ce,A,MOH GEO YORK S,York South - Hospital Patch ,EMS-Tac ,MOH Georgian CACC 
36080,8cf,A,MOH GEO TAC 1,York Assigner (Tactical 1) ,EMS Dispatch ,MOH Georgian CACC 
36096,8d0,A,MOH GEO TAC 2,York Follower (Tactical 2) ,EMS Dispatch ,MOH Georgian CACC 
36112,8d1,A,MOH GEO TAC 3,York Follower (Tactical 3) ,EMS-Tac ,MOH Georgian CACC 
36128,8d2,A,MOH GEO TAC 4,Simcoe Assigner (Tactical 4) ,EMS Dispatch ,MOH Georgian CACC 
36144,8d3,A,MOH GEO TAC 5,Simcoe Follower (Tactical 5) ,EMS Dispatch ,MOH Georgian CACC 
36160,8d4,A,MOH GEO SIM S,Simcoe South - Hospital Patch ,EMS-Tac ,MOH Georgian CACC 
36176,8d5,A,Toronto CACC,Toronto CACC ,EMS Dispatch ,MOH Toronto CACC 
36192,8d6,A,RVH,Royal Victoria Hospital - Barrie ,Hospital ,MOH Hospital Patch 
36208,8d7,A,GBG Midland,Georgian Bay General - Midland ,Hospital ,MOH Hospital Patch 
36224,8d8,A,SMH Orillia,Soldiers' Memorial Hospital - Orillia ,Hospital ,MOH Hospital Patch 
36240,8d9,A,SMH Alliston,Stevenson Memorial - Alliston ,Hospital ,MOH Hospital Patch 
36256,8da,A,G&M Collingw,General & Marine Hospital - Collingwood ,Hospital ,MOH Hospital Patch 
36272,8db,A,SLRHC,South Lake - Newmarket ,Hospital ,MOH Hospital Patch 
36288,8dc,A,Georgian Spr,Georgian Hospital Spare ,Hospital ,MOH Hospital Patch 
36304,8dd,A,JBMH,Joseph Brant Memorial - Burlington ,Hospital ,MOH Hospital Patch 
36320,8de,A,HHC GH,Halton Healthcare - Georgetown ,Hospital ,MOH Hospital Patch 
36336,8df,A,HHC OTMH,Halton Healthcare - Oakville  ,Hospital ,MOH Hospital Patch 
36352,8e0,A,HHC MDH,Halton Healthcare - Milton  ,Hospital ,MOH Hospital Patch 
36368,8e1,A,Osler - BCH,William Osler Health - Brampton  ,Hospital ,MOH Hospital Patch 
36384,8e2,A,Osler - EGH,William Osler Health - Etobicoke  ,Hospital ,MOH Hospital Patch 
36400,8e3,A,Trillium CVH,Trillium Health Centre - Credit Valley Hospital - Mississauga ,Hospital ,MOH Hospital Patch 
36416,8e4,A,Trillium MGH,Trillium Health Centre - Mississauga General ,Hospital ,MOH Hospital Patch 
36432,8e5,A,MSHC,Markham Stouffville Health Centre ,Hospital ,MOH Hospital Patch 
36448,8e6,A,MackenzieYCH,Mackenzie Healthcare - York Central Hospital ,Hospital ,MOH Hospital Patch 
36464,8e7,A,MGH Spare,Mississauga Hospital Spare ,Hospital ,MOH Hospital Patch 
36480,8e8,A,RVH APH,Rouge Valley Health System - Ajax/Pickering ,Hospital ,MOH Hospital Patch 
36496,8e9,A,LH BMH,Lakeridge Health - Bowmanville  ,Hospital ,MOH Hospital Patch 
36512,8ea,A,LH OGH,Lakeridge Health - Oshawa  ,Hospital ,MOH Hospital Patch 
36528,8eb,A,LH PPH,Lakeridge Health - Port Perry  ,Hospital ,MOH Hospital Patch 
36544,8ec,A,LH UCH,Lakeridge Health - Uxbridge  ,Hospital ,MOH Hospital Patch 
36560,8ed,A,LH OGH SPR,Lakeridge Health - Oshawa Spare ,Hospital ,MOH Hospital Patch 
36576,8ee,A,LW LMH,Listowel Wingham - Listowel  ,Hospital ,MOH Hospital Patch 
36592,8ef,A,NWHC Mt.Frst,North Wellington Healthcare - Mount Forest ,Hospital ,MOH Hospital Patch 
36608,8f0,A,HHCC Orangev,Headwaters - Orangeville ,Hospital ,MOH Hospital Patch 
36624,8f1,A,NWHC Palmers,North Wellington Healthcare - Palmerston  ,Hospital ,MOH Hospital Patch 
36640,8f2,A,GMH Fergus,Groves Memorial - Fergus ,Hospital ,MOH Hospital Patch 
36656,8f3,A,GGH,Guelph General Hospital ,Hospital ,MOH Hospital Patch 
36672,8f4,A,CMH,Cambridge Memorial Hospital ,Hospital ,MOH Hospital Patch 
36688,8f5,A,GRH Kitchenr,Grand River Hospital - Kitchener ,Hospital ,MOH Hospital Patch 
36704,8f6,A,SMH Kitchenr,St. Mary's Hospital - Kitchener ,Hospital ,MOH Hospital Patch 
36720,8f7,A,CAM SPR,Cambridge Hospital Spare ,Hospital ,MOH Hospital Patch 
36736,8f8,A,HHS HGH,Hamilton Health Sciences - General ,Hospital ,MOH Hospital Patch 
36752,8f9,A,JURAVINSKI,Juravinski Hospital - Hamilton ,Hospital ,MOH Hospital Patch 
36768,8fa,A,MUHC,Hamilton Health Sciences - McMaster  ,Hospital ,MOH Hospital Patch 
36784,8fb,A,StJ Hamilton,St Josephs - Hamilton ,Hospital ,MOH Hospital Patch 
36800,8fc,A,NHS DMH,Niagara Health System - Fort Erie ,Hospital ,MOH Hospital Patch 
36816,8fd,A,WLMH,West Lincoln Hospital - Grimsby ,Hospital ,MOH Hospital Patch 
36832,8fe,A,NHS GNGH,Niagara Health System - Niagara Falls ,Hospital ,MOH Hospital Patch 
36848,8ff,A,NHS PCGH,Niagara Health System - Port Colborne  ,Hospital ,MOH Hospital Patch 
36864,900,A,NHS SGH,Niagara Health System - St. Catharines ,Hospital ,MOH Hospital Patch 
36880,901,A,HDH St.Cathr,Hotel Dieu - St Catherines ,Hospital ,MOH Hospital Patch 
36896,902,A,NHS WCH,Niagara Health System - Welland  ,Hospital ,MOH Hospital Patch 
36912,903,A,BGH,Brantford General Hospital ,Hospital ,MOH Hospital Patch 
36928,904,A,HWMH,Haldimand War Memorial - Dunnville ,Hospital ,MOH Hospital Patch 
36944,905,A,WHGH,West Haldimand General - Hagersville ,Hospital ,MOH Hospital Patch 
36960,906,A,NGH Simcoe,Norfolk General - Simcoe ,Hospital ,MOH Hospital Patch 
36976,907,A,HGM Spare,Hamilton Hospital Spare ,Hospital ,MOH Hospital Patch 
36992,908,A,LHS Vic Kid,London Health Sciences Victoria Hospital - Children's ER ,Hospital ,MOH Hospital Patch 
37008,909,A,STJ London,St Joseph's Hospital - London ,Hospital ,MOH Hospital Patch 
37024,90a,A,LHS UC,London Health Sciences University Campus ,Hospital ,MOH Hospital Patch 
37040,90b,A,LHS Vic ER,London Health Sciences Victoria Hospital - Adult's ER ,Hospital ,MOH Hospital Patch 
37056,90c,A,AH Ingersoll,Alexandra Hospital - Ingersoll ,Hospital ,MOH Hospital Patch 
37072,90d,A,STMMH,St Marys Memorial ,Hospital ,MOH Hospital Patch 
37088,90e,A,St.T Elgin,St Thomas Elgin ,Hospital ,MOH Hospital Patch 
37104,90f,A,HP Stratford,Huron Perth Healthcare - Stratford  ,Hospital ,MOH Hospital Patch 
37120,910,A,TDH,Tillsonburg District Memorial ,Hospital ,MOH Hospital Patch 
37136,911,A,WGH,Woodstock General ,Hospital ,MOH Hospital Patch 
37152,912,A,SBGH Chesley,South Bruce Grey Health Centre - Chesley ,Hospital ,MOH Hospital Patch 
37168,913,A,SBGH Durham,South Bruce Grey Health Centre - Durham ,Hospital ,MOH Hospital Patch 
37184,914,A,H&D H,Hanover and District ,Hospital ,MOH Hospital Patch 
37200,915,A,SBGH Kincard,South Bruce Grey Health Centre - Kincardine ,Hospital ,MOH Hospital Patch 
37216,916,A,GBHS Lions H,Grey Bruce Health Services - Lions Head ,Hospital ,MOH Hospital Patch 
37232,917,A,GBHS Markdal,Grey Bruce Health Services - Markdale ,Hospital ,MOH Hospital Patch 
37248,918,A,GBHS Meaford,Grey Bruce Health Services - Meaford ,Hospital ,MOH Hospital Patch 
37264,919,A,GBHS OwenSnd,Grey Bruce Health Services - Owen Sound ,Hospital ,MOH Hospital Patch 
37280,91a,A,GB Sthhmpton,Grey Bruce Health Services - Southampton ,Hospital ,MOH Hospital Patch 
37296,91b,A,GB Tobermory,Grey Bruce Health Services - Tobermory ,Hospital ,MOH Hospital Patch 
37312,91c,A,SBG Walkertn,South Bruce Grey Health Centre - Walkerton ,Hospital ,MOH Hospital Patch 
37328,91d,A,GBHS Wiarton,Grey Bruce Health Service - Wiarton ,Hospital ,MOH Hospital Patch 
37344,91e,A,HPH Clinton,Huron Perth Healthcare - Clinton ,Hospital ,MOH Hospital Patch 
37360,91f,A,SHH Exeter,South Huron Hospital - Exeter ,Hospital ,MOH Hospital Patch 
37376,920,A,AM&GGoderich,Alexandra Marine and General - Goderich ,Hospital ,MOH Hospital Patch 
37392,921,A,4Cty Newbury,Four Counties Health Services - Newbury ,Hospital ,MOH Hospital Patch 
37408,922,A,HPH Seaforth,Huron Perth Healthcare - Seaforth ,Hospital ,MOH Hospital Patch 
37424,923,A,MH Strathroy,Middlesex Hospital - Strathroy ,Hospital ,MOH Hospital Patch 
37440,924,A,Lisotwel Win,Listowel Wingham  ,Hospital ,MOH Hospital Patch 
37456,925,A,LDN SPR,London Hospital Spare ,Hospital ,MOH Hospital Patch 
37472,926,A,CKH Chatham,Chatham-Kent Healthcare - Chatham ,Hospital ,MOH Hospital Patch 
37488,927,A,BH Petrolia,Bluewater Health - Petrolia ,Hospital ,MOH Hospital Patch 
37504,928,A,MIS TAC 6,Tactical 6 ,EMS-Tac ,MOH Mississauga CACC 
37520,929,A,BH Sarnia,Bluewater Health - Sarnia ,Hospital ,MOH Hospital Patch 
37536,92a,A,SDH Wallacbr,Sydenham District - Wallaceburg ,Hospital ,MOH Hospital Patch 
37552,92b,A,WAL SPR,Wallaceburg Spare ,Hospital ,MOH Hospital Patch 
37568,92c,A,ESH,Erie Shores Healthcare - Leamington ,Hospital ,MOH Hospital Patch 
37584,92d,A,Pelee Isl Cl,Pelee Island Clinic ,Hospital ,MOH Hospital Patch 
37600,92e,A,WRH Metro,Windsor RegionalHospital - Metropolitan ,Hospital ,MOH Hospital Patch 
37616,92f,A,WHDGH,Windsor Hotel Dieu Grace Hospital ,Hospital ,MOH Hospital Patch 
37632,930,A,WRH Spare,Windsor Hospital Spare ,Hospital ,MOH Hospital Patch 
37648,931,A,Niagara ACS,Ambulance Communications Services  ,EMS Dispatch ,MOH Niagara CACC 
37664,932,A,Niagara N,North ,EMS Dispatch ,MOH Niagara CACC 
37680,933,A,Niagara S,South ,EMS Dispatch ,MOH Niagara CACC 
37696,934,A,Niagara TAC 1,Tactical 1 ,EMS-Tac ,MOH Niagara CACC 
37712,935,A,Niagara TAC 2,Tactical 2 ,EMS-Tac ,MOH Niagara CACC 
37728,936,A,Niagara TAC 3,Tactical 3 ,EMS-Tac ,MOH Niagara CACC 
37760,938,A,NIAG Spare,Niagara Hospital Spare ,Hospital ,MOH Hospital Patch 
37776,939,A,1 RED,Remote Emergency Dispatch ,EMS Dispatch ,MOH Interop 
38048,94a,A,MTO COM,MTO Common ,Interop ,MTO Maintenance  
38064,94b,A,CAMCO,Chatham Supervisors ,Public Works ,MTO Maintenance - Chatham Area 
38080,94c,A,CAMC 1,Chatham1 ,Public Works ,MTO Maintenance - Chatham Area 
38096,94d,A,CAMC 2,Chatham2 ,Public Works ,MTO Maintenance - Chatham Area 
38112,94e,A,CAMC 3,Chatham3 ,Public Works ,MTO Maintenance - Chatham Area 
38128,94f,A,CAMC 4,Chatham4 ,Public Works ,MTO Maintenance - Chatham Area 
38144,950,A,MTO38144,Maintenance ,Public Works ,MTO Maintenance  
38160,951,A,LAMCO,Supervisors ,Public Works ,MTO Maintenance - London Area 
38176,952,A,LAMC 5,London5 ,Public Works ,MTO Maintenance - London Area 
38192,953,A,LAMC 6,Woodstock ,Public Works ,MTO Maintenance - London Area 
38208,954,A,LAMC 7,Kitchener ,Public Works ,MTO Maintenance - London Area 
38224,955,A,LAMC 8,Paris ,Public Works ,MTO Maintenance - London Area 
38240,956,A,1LCS,Coordinators and Supervisors ,Public Works ,MTO Maintenance - London Area 
38256,957,A,OAMCO,Supervisors ,Public Works ,MTO Maintenance - Owen Sound Area 
38272,958,A,OAMC 1,Goderich?? ,Public Works ,MTO Maintenance - Owen Sound Area 
38288,959,A,OAMC 2,Unknown ,Public Works ,MTO Maintenance - Owen Sound Area 
38304,95a,A,OAMC 3,Arthur?? ,Public Works ,MTO Maintenance - Owen Sound Area 
38320,95b,A,OAMC 4,Patrol 25/25A Kincardine/Elsinore ,Public Works ,MTO Maintenance - Owen Sound Area 
38336,95c,A,OAMC 5,Owen Sound area ,Public Works ,MTO Maintenance - Owen Sound Area 
38352,95d,A,OAMC 6,Chatsworth/Meaford (Hwy 6/Hwy 26) ,Public Works ,MTO Maintenance - Owen Sound Area 
38368,95e,A,OAMC 7,Lucan?? ,Public Works ,MTO Maintenance - Owen Sound Area 
38384,95f,A,KMCO,KMCO - Supervisors ,Public Works ,MTO Maintenance - Barrie Area 
38400,960,A,KMC9,KMC9 - Cookstown Patrol Yard (Hwy 26) ,Public Works ,MTO Maintenance - Barrie Area 
38416,961,A,KMC10,KMC10 - Barrie/Forest Home/Stayner Patrol Yards ,Public Works ,MTO Maintenance - Barrie Area 
38432,962,A,KMC11,KMC11 - Hillsdale/Coldwater Patrol Yards ,Public Works ,MTO Maintenance - Barrie Area 
38448,963,A,NIA DIST,Niagara Supervisors??? ,Public Works ,MTO Maintenance - Hamilton Area 
38464,964,A,BURL,Burlington ,Public Works ,MTO Maintenance - Hamilton Area 
38480,965,A,MORR,Morriston ,Public Works ,MTO Maintenance - Hamilton Area 
38496,966,A,NIAG,Niagara ,Public Works ,MTO Maintenance - Hamilton Area 
38512,967,A,MTO38512,Maintenance ,Public Works ,MTO Maintenance  
38528,968,A,MTO38528,Maintenance ,Public Works ,MTO Maintenance  
38544,969,A,TOR SPVR,Toronto Supervisors ,Public Works ,MTO Maintenance - Toronto Area 
38560,96a,A,MAPLE,Maple ,Public Works ,MTO Maintenance - Toronto Area 
38576,96b,A,GORMLEY,Gormley ,Public Works ,MTO Maintenance - Toronto Area 
38592,96c,A,KENNEDY,Kennedy ,Public Works ,MTO Maintenance - Toronto Area 
38608,96d,A,DURHAM,Durham ,Public Works ,MTO Maintenance - Toronto Area 
38624,96e,A,MTO38624,Maintenance ,Public Works ,MTO Maintenance  
38640,96f,A,MTO38640,Chatham Supervisors? ,Public Works ,MTO Maintenance - Chatham Area 
38656,970,A,MTO38656,Maintenance ,Public Works ,MTO Maintenance  
38672,971,A,MTO38672,Maintenance ,Public Works ,MTO Maintenance  
38688,972,A,MTO38688,MTO Spare ,Public Works ,MTO Maintenance  
38704,973,A,MTO38704,Maintenance ,Public Works ,MTO Maintenance  
38720,974,A,SPR 1,Spare 1 ,Public Works ,MTO Maintenance  
38736,975,A,TOR CORE,Toronto Core (Mimico Yard) ,Public Works ,MTO Maintenance - Toronto Area 
38752,976,A,LAMCO,Kitchener / Waterloo / Cambridge ,Public Works ,MTO Maintenance - London Area 
38768,977,A,MTO38768,Maintenance ,Public Works ,MTO Maintenance  
38784,978,A,MTO38784,MTO ,Public Works ,MTO Maintenance  
38832,97b,A,MTO38832,MTO ,Public Works ,MTO Maintenance  
38848,97c,A,MTO38848,Maintenance ,Public Works ,MTO Maintenance  
39136,98e,A,MTO39136,Maintenance ,Public Works ,MTO Maintenance  
39584,9aa,A,MOC Barton,Barton Street Jail - Hamilton ,Corrections ,Correctional Services 
39632,9ad,A,MOC Windsor,Windsor Jail ,Corrections ,Correctional Services 
39648,9ae,A,MOC Chatham,Chatham Jail ,Corrections ,Correctional Services 
39664,9af,A,MOC Sarnia,Sarnia Jail ,Corrections ,Correctional Services 
39680,9b0,A,MOC Blueway,Blueway YC ,Corrections ,Correctional Services 
39696,9b1,A,MOC Stratfor,Stratford Jail ,Corrections ,Correctional Services 
39712,9b2,A,MOC Walkertn,Walkerton Jail ,Corrections ,Correctional Services 
39728,9b3,A,MOC OwnSnd,Owen Sound Jail ,Corrections ,Correctional Services 
39744,9b4,A,MOC EMDC,Elgin Middlesex Detention Center  ,Corrections ,Correctional Services 
39760,9b5,A,MOC Spruce,Spruce YC ,Corrections ,Correctional Services 
39776,9b6,A,MOC Maple,Maple CC ,Corrections ,Correctional Services 
39792,9b7,A,MOC Vanier,Vanier CC ,Corrections ,Correctional Services 
39808,9b8,A,MOC Invictus,Invictus YC ,Corrections ,Correctional Services 
39824,9b9,A,MOC OntCrrnt,Ont Correctional Institute ,Corrections ,Correctional Services 
39840,9ba,A,MOC Hamilton,Hamilton DC ,Corrections ,Correctional Services 
39856,9bb,A,MOC Brantfrd,Brantford Jail ,Corrections ,Correctional Services 
39872,9bc,A,MOC Niagara,Niagara DC ,Corrections ,Correctional Services 
39888,9bd,A,MOC TO IC,Toronto Intermittent Centre ,Corrections ,Correctional Services 
39952,9c1,A,MOC TO East,Toronto East DC ,Corrections ,Correctional Services 
39968,9c2,A,MOC Cnt Nrth,Central North CC ,Corrections ,Correctional Services 
